timestamp,config_hash,video,width,height,fps,frame_area,conf_threshold,frame_stride,min_area_ratio,min_area_threshold,processed_frames,frames_with_detections,total_detections,processing_time,detections_per_second,frames_per_second
2025-09-02T21:55:33.848343,a32239cc,wild_boar_001.mp4,1920,1080,30.0,2073600,0.15,2,0.005,10368.0,225,217,219,8.96328091621399,24.43301755764938,25.10241529895484
2025-09-02T21:55:40.959425,a32239cc,wild_boar_005.mp4,1280,720,29.934087863800634,921600,0.15,2,0.005,4608.0,227,33,33,7.0889058113098145,4.655161301106722,32.02186713185533
2025-09-02T21:55:49.914201,232c1c35,armadillo_001.mp4,1920,1080,30.0,2073600,0.15,2,0.01,20736.0,225,225,225,8.912291049957275,25.246033678520703,25.246033678520703
2025-09-02T21:55:57.058296,232c1c35,armadillo_002.mp4,1280,720,30.00002202644789,921600,0.15,2,0.01,9216.0,227,37,37,7.12255072593689,5.194768198036677,31.87060489065745
2025-09-02T21:56:04.139448,232c1c35,armadillo_003.mp4,1280,720,30.00002202644789,921600,0.15,2,0.01,9216.0,227,0,0,7.059569835662842,0.0,32.15493369769695
2025-09-02T21:56:11.204822,232c1c35,bird_001.mp4,1280,720,29.86784140969163,921600,0.15,2,0.01,9216.0,226,43,43,7.045821189880371,6.102908211999357,32.075750137484995
2025-09-02T21:56:20.295484,232c1c35,bird_003.mp4,1920,1080,30.0,2073600,0.15,2,0.01,20736.0,225,134,134,9.049042224884033,14.80819700802283,24.864509901530873
2025-09-02T21:56:29.102357,232c1c35,bird_019.mp4,1920,1080,30.0,2073600,0.15,2,0.01,20736.0,225,15,15,8.762061357498169,1.7119259256457604,25.678888884686405
2025-09-02T21:56:36.507555,232c1c35,capybara_001.mp4,1280,720,29.933920704845814,921600,0.15,2,0.01,9216.0,227,227,227,7.384109020233154,30.74169129653945,30.74169129653945
2025-09-02T21:56:43.462181,232c1c35,catescondido.mp4,1280,720,29.933920704845814,921600,0.15,2,0.01,9216.0,227,0,0,6.933612585067749,0.0,32.739065994092016
